st_name,year,pc_no,pc_name,pc_type,cand_name,cand_sex,partyname,partyabbre,totvotpoll,electors
Tamil Nadu,2014,35,Ramanathapuram,GEN,Gopal.R,M,IND,IND,3969,1455988
Tamil Nadu,2014,35,Ramanathapuram,GEN,None Of The Above,,NOTA,NOTA,6279,1455988
Tamil Nadu,2014,35,Ramanathapuram,GEN,Arasakumar.B.T,M,DFBL,DFBL,10945,1455988
Tamil Nadu,2014,35,Ramanathapuram,GEN,Uma Mageswari.R.T,F,CPI,CPI,12312,1455988
Tamil Nadu,2014,35,Ramanathapuram,GEN,Noor Jiyavudeen.M.I,M,SDPI,SDPI,12541,1455988
Tamil Nadu,2014,35,Ramanathapuram,GEN,Thirunnavukkarsar.Su,M,INC,INC,62160,1455988
Tamil Nadu,2014,35,Ramanathapuram,GEN,Kuppu Ramu.D,M,BJP,BJP,171082,1455988
Tamil Nadu,2014,35,Ramanathapuram,GEN,Mohamed Jaleel.S,M,DMK,DMK,286621,1455988
Tamil Nadu,2014,35,Ramanathapuram,GEN,Anwar Raajhaa. A,M,ADMK,ADMK,405945,1455988
Tamil Nadu,2014,36,Thoothukkudi,GEN,"Anandharaj, M.",M,IND,IND,739,1310406
Tamil Nadu,2014,36,Thoothukkudi,GEN,Santhadevi. S,F,IND,IND,765,1310406
Tamil Nadu,2014,36,Thoothukkudi,GEN,Ramkumar. V,M,IND,IND,784,1310406
Tamil Nadu,2014,36,Thoothukkudi,GEN,Vinston Anto. S,M,IND,IND,983,1310406
Tamil Nadu,2014,36,Thoothukkudi,GEN,Panneerselvam.C,M,IND,IND,1129,1310406
Tamil Nadu,2014,36,Thoothukkudi,GEN,Samuel. A.S.,M,IND,IND,1157,1310406
Tamil Nadu,2014,36,Thoothukkudi,GEN,Alwarsamy Karthikeyan.L,M,IND,IND,1727,1310406
Tamil Nadu,2014,36,Thoothukkudi,GEN,Ayyadurai. S,M,BSP,BSP,3205,1310406
Tamil Nadu,2014,36,Thoothukkudi,GEN,None Of The Above,,NOTA,NOTA,11447,1310406
Tamil Nadu,2014,36,Thoothukkudi,GEN,Mohanraj. A,M,CPI,CPI,14993,1310406
Tamil Nadu,2014,36,Thoothukkudi,GEN,Pushparayan.M.,M,AAAP,AAAP,26476,1310406
Tamil Nadu,2014,36,Thoothukkudi,GEN,"Shanmugam, A.P.C.V.",M,INC,INC,63080,1310406
Tamil Nadu,2014,36,Thoothukkudi,GEN,Joel. S,M,MDMK,MDMK,182191,1310406
Tamil Nadu,2014,36,Thoothukkudi,GEN,Jegan. P,M,DMK,DMK,242050,1310406
Tamil Nadu,2014,36,Thoothukkudi,GEN,Jeyasingh Thiyagaraj Natterjee.J,M,ADMK,ADMK,366052,1310406
Tamil Nadu,2014,37,Tenkasi ,SC,Meenashisundaravadivel.T.,M,CPIM,CPIM,888,1382081
Tamil Nadu,2014,37,Tenkasi ,SC,Alagumalai.V.,M,IND,IND,1215,1382081
Tamil Nadu,2014,37,Tenkasi ,SC,Velladurai.P.,M,IND,IND,1216,1382081
Tamil Nadu,2014,37,Tenkasi ,SC,Poongani.J.,F,SAP,SAP,1454,1382081
Tamil Nadu,2014,37,Tenkasi ,SC,Janagar Raja,M,IND,IND,1777,1382081
Tamil Nadu,2014,37,Tenkasi ,SC,Ganesan.S.,M,IND,IND,1809,1382081
Tamil Nadu,2014,37,Tenkasi ,SC,Magesh.S.,M,IND,IND,2163,1382081
Tamil Nadu,2014,37,Tenkasi ,SC,Muneeswaran,M,IND,IND,2513,1382081
Tamil Nadu,2014,37,Tenkasi ,SC,Kannan,M,BSP,BSP,2917,1382081
Tamil Nadu,2014,37,Tenkasi ,SC,"Manmathan,M.",M,IND,IND,3331,1382081
Tamil Nadu,2014,37,Tenkasi ,SC,Radhakrishnan.S.,M,IND,IND,3904,1382081
Tamil Nadu,2014,37,Tenkasi ,SC,Gunasekaran.K.,M,TNMC,TNMC,8022,1382081
Tamil Nadu,2014,37,Tenkasi ,SC,Krishnasamy.A.,M,IND,IND,12115,1382081
Tamil Nadu,2014,37,Tenkasi ,SC,None Of The Above,,NOTA,NOTA,14492,1382081
Tamil Nadu,2014,37,Tenkasi ,SC,Lingam.P,M,CPI,CPI,23528,1382081
Tamil Nadu,2014,37,Tenkasi ,SC,Dr.Jayakumar.K.,M,INC,INC,58963,1382081
Tamil Nadu,2014,37,Tenkasi ,SC,Dr.Sadhan Thirumalaikumar.T.,M,MDMK,MDMK,190233,1382081
Tamil Nadu,2014,37,Tenkasi ,SC,Dr.Krishnasamy.K.,M,PT,PT,262812,1382081
Tamil Nadu,2014,37,Tenkasi ,SC,Vasanthi.M,F,ADMK,ADMK,424586,1382081
Tamil Nadu,2014,38,Tirunelveli,GEN,Elizabeth.D,F,IND,IND,651,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Saravanan.P,M,IND,IND,740,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Rajeshkannan,M,IND,IND,947,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Venkatesh.A,M,IND,IND,1052,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Murugan.S,M,IND,IND,1159,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Subramanian.K,M,IND,IND,1196,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Dr.Ganesan.M,M,IND,IND,1262,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Suresh Kumar.S,M,IND,IND,1281,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Veilumuthukumar.P,M,IND,IND,1387,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Rajamaravan @ Manickavasagam.S,M,IND,IND,1391,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Germanus.S,M,IND,IND,1446,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Raji Yadav,M,IND,IND,1579,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Subramanian @ S.S.S.Mani.S,M,IND,IND,1751,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Pathmanaban.K,M,IND,IND,1823,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Lakshmanan @ Lakkan.A,M,IND,IND,1850,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Mohan.T,M,IND,IND,2518,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Dhanaraj.R.,M,ICSP,ICSP,3062,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Selvaganapathy.G,M,IND,IND,3233,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Devadoss.A.R,M,IND,IND,3394,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Thevendran.T.,M,BSP,BSP,4692,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,None Of The Above,,NOTA,NOTA,12893,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Mohamed Mubarak.V.M.S,M,SDPI,SDPI,14877,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Sesuraj.M.P,M,AAAP,AAAP,18353,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Dhevanathan Yadav.T.,M,TNMC,TNMC,19381,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Ramasubbu.S.S,M,INC,INC,62863,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Sivananenthaperumal.S.,M,DMDK,DMDK,127370,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Devadasa Sundaram,M,DMK,DMK,272040,1420435
Tamil Nadu,2014,38,Tirunelveli,GEN,Prabakaran.K.R.P,M,ADMK,ADMK,398139,1420435
Tamil Nadu,2014,39,Kanniyakumari,GEN,Shalin Richard J.,M,IVP,IVP,398,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,Wilson I.,M,IND,IND,421,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,Paulraj C.M.,M,CPIM,CPIM,436,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,Jose Bilbin J.,M,IND,IND,504,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,Radhakrishnan T.,M,IND,IND,534,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,Saraswathi S.,F,IND,IND,536,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,Kamaraj G.,M,IND,IND,591,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,Vasantheesvaran E.,M,IND,IND,791,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,Seetharamadhas P.,M,IND,IND,930,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,Kamaraj K.,M,IND,IND,955,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,Padmanabhan S.,M,IND,IND,1246,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,Rajesh Kumar K.R.,M,IND,IND,1437,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,Vasantha Kumar L.,M,IND,IND,1474,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,Manikandan I.,M,IND,IND,1557,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,Anthony Muthu,M,CPI(ML)(L),CPI(ML)(L),1647,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,Bala Subramanian T.,M,IND,IND,1737,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,Nalla Thampy C.,M,IND,IND,2391,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,Jawahar J.,M,BSP,BSP,3236,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,Nagoor Meeran Peer Mohamead U.,M,IND,IND,3851,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,None Of The Above,,NOTA,NOTA,4150,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,Udayakumar S.P.,M,AAAP,AAAP,15314,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,Bellarmin A.V.,M,CPM,CPM,35284,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,Raajarathinum F.M.,M,DMK,DMK,117933,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,John Thankam D.,M,ADMK,ADMK,176239,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,Vasantha Kumar H.,M,INC,INC,244244,1467796
Tamil Nadu,2014,39,Kanniyakumari,GEN,Radhakrishnan P.,M,BJP,BJP,372906,1467796
Tripura,2014,1,Tripura West,GEN,Pjech Debbarma,M,JMBP,JMBP,2061,1248546
Tripura,2014,1,Tripura West,GEN,Rakhal Raj Datta,M,AMB,AMB,2879,1248546
Tripura,2014,1,Tripura West,GEN,Kamal Kanti Debnath,M,IND,IND,3747,1248546
Tripura,2014,1,Tripura West,GEN,Partha Karmakar,M,CPI(ML)(L),CPI(ML)(L),4226,1248546
Tripura,2014,1,Tripura West,GEN,Subal Bhowmik,M,TPGC,TPGC,4690,1248546
Tripura,2014,1,Tripura West,GEN,Salil Saha,M,AAAP,AAAP,4981,1248546
Tripura,2014,1,Tripura West,GEN,Joganati Datta,F,IND,IND,5947,1248546
Tripura,2014,1,Tripura West,GEN,Arun Kumar Bhowmik,M,SUCI,SUCI,8202,1248546
Tripura,2014,1,Tripura West,GEN,Binay Debbarma,M,IPFT,IPFT,11040,1248546
Tripura,2014,1,Tripura West,GEN,None Of The Above,,NOTA,NOTA,12699,1248546
Tripura,2014,1,Tripura West,GEN,Sudhindra Chandra Dasgupta,M,BJP,BJP,54706,1248546
Tripura,2014,1,Tripura West,GEN,Ratan Chakraborti,M,AITC,AITC,117727,1248546
Tripura,2014,1,Tripura West,GEN,Arunoday Saha,M,INC,INC,168179,1248546
Tripura,2014,1,Tripura West,GEN,Sankar Prasad Datta,M,CPM,CPM,671665,1248546
Tripura,2014,2,Tripura East,ST,Patal Kanya Jamatia,F,IND,IND,3004,1140276
Tripura,2014,2,Tripura East,ST,Bikash Debbarma,M,JMBP,JMBP,3086,1140276
Tripura,2014,2,Tripura East,ST,Subarna Mala Debbarma,F,AMB,AMB,4152,1140276
Tripura,2014,2,Tripura East,ST,Basu Mog,M,TPGC,TPGC,4262,1140276
Tripura,2014,2,Tripura East,ST,Falguni Tripura,M,CPI(ML)(L),CPI(ML)(L),4444,1140276
Tripura,2014,2,Tripura East,ST,Karna Bijoy Jamatia,M,AAAP,AAAP,4871,1140276
Tripura,2014,2,Tripura East,ST,Prabiddha Reang,M,IND,IND,5066,1140276
Tripura,2014,2,Tripura East,ST,Narendra Chandra Deb Barma,M,IPFT,IPFT,10286,1140276
Tripura,2014,2,Tripura East,ST,None Of The Above,,NOTA,NOTA,11084,1140276
Tripura,2014,2,Tripura East,ST,Parikshit Debbarma,M,BJP,BJP,60613,1140276
Tripura,2014,2,Tripura East,ST,Bhriguram Reang,M,AITC,AITC,77028,1140276
Tripura,2014,2,Tripura East,ST,Sachitra Debbarma,M,INC,INC,139413,1140276
Tripura,2014,2,Tripura East,ST,Jitendra Chaudhury,M,CPM,CPM,623771,1140276
Uttar Pradesh,2014,1,Saharanpur,GEN,Rajender Kumar,M,ARVP,ARVP,466,1608833
Uttar Pradesh,2014,1,Saharanpur,GEN,Shahanavaj,M,RJ,RJ,553,1608833
Uttar Pradesh,2014,1,Saharanpur,GEN,Mohd. Firoz Aftab,M,IND,IND,692,1608833
Uttar Pradesh,2014,1,Saharanpur,GEN,Raghuveer Singh Bodh,M,IND,IND,1066,1608833
Uttar Pradesh,2014,1,Saharanpur,GEN,Ratan Singh,M,BMUP,BMUP,1366,1608833
Uttar Pradesh,2014,1,Saharanpur,GEN,Shiv Kumar,M,ASP,ASP,1888,1608833
Uttar Pradesh,2014,1,Saharanpur,GEN,Cp Verma,M,IND,IND,2114,1608833
Uttar Pradesh,2014,1,Saharanpur,GEN,Yogesh Kumar,M,AAAP,AAAP,3065,1608833
Uttar Pradesh,2014,1,Saharanpur,GEN,Seshraj,M,IND,IND,4057,1608833
Uttar Pradesh,2014,1,Saharanpur,GEN,Hansraj Saini,M,IND,IND,4068,1608833
Uttar Pradesh,2014,1,Saharanpur,GEN,None Of The Above,,NOTA,NOTA,6267,1608833
Uttar Pradesh,2014,1,Saharanpur,GEN,Shazan Masood Urf Shadan Masood,M,SP,SP,52765,1608833
Uttar Pradesh,2014,1,Saharanpur,GEN,Jagdish Singh Rana,M,BSP,BSP,235033,1608833
Uttar Pradesh,2014,1,Saharanpur,GEN,Imran Masood,M,INC,INC,407909,1608833
Uttar Pradesh,2014,1,Saharanpur,GEN,Raghav Lakhanpal,M,BJP,BJP,472999,1608833
Uttar Pradesh,2014,2,Kairana,GEN,Sunita,F,JD(U),JD(U),949,1531767
Uttar Pradesh,2014,2,Kairana,GEN,Pardip,M,BMUP,BMUP,1050,1531767
Uttar Pradesh,2014,2,Kairana,GEN,Ramkaran Kashyap,M,BaVaP,BaVaP,1376,1531767
Uttar Pradesh,2014,2,Kairana,GEN,Mohanlal,M,IND,IND,1741,1531767
Uttar Pradesh,2014,2,Kairana,GEN,Sunil Kumar Kasana,M,AAAP,AAAP,2662,1531767
Uttar Pradesh,2014,2,Kairana,GEN,Krishanpal,M,IND,IND,2971,1531767
Uttar Pradesh,2014,2,Kairana,GEN,None Of The Above,,NOTA,NOTA,3903,1531767
Uttar Pradesh,2014,2,Kairana,GEN,Divakar Kashyap,M,AITC,AITC,6562,1531767
Uttar Pradesh,2014,2,Kairana,GEN,Kartar Singh Bhadana,M,RLD,RLD,42706,1531767
Uttar Pradesh,2014,2,Kairana,GEN,Kanwar Hasan,M,BSP,BSP,160414,1531767
Uttar Pradesh,2014,2,Kairana,GEN,Nahid Hasan,M,SP,SP,329081,1531767
Uttar Pradesh,2014,2,Kairana,GEN,Hukum Singh,M,BJP,BJP,565909,1531767
Uttar Pradesh,2014,3,Muzaffarnagar,GEN,Chatar Singh Kashyap,M,VAJP,VAJP,350,1588475
Uttar Pradesh,2014,3,Muzaffarnagar,GEN,Mange Ram Kashyap,M,MKUP,MKUP,360,1588475
Uttar Pradesh,2014,3,Muzaffarnagar,GEN,Shabnam,F,IND,IND,487,1588475
Uttar Pradesh,2014,3,Muzaffarnagar,GEN,Lalit Chauhan,M,JD(U),JD(U),499,1588475
Uttar Pradesh,2014,3,Muzaffarnagar,GEN,Mo. Yamin,M,AIRSP,AIRSP,543,1588475
Uttar Pradesh,2014,3,Muzaffarnagar,GEN,Ankur,M,IND,IND,723,1588475
Uttar Pradesh,2014,3,Muzaffarnagar,GEN,Naseem Ahmad Ansari,M,IND,IND,750,1588475
Uttar Pradesh,2014,3,Muzaffarnagar,GEN,Jagbir Singh,M,IND,IND,845,1588475
Uttar Pradesh,2014,3,Muzaffarnagar,GEN,Gufran Ahmad,M,IND,IND,1682,1588475
Uttar Pradesh,2014,3,Muzaffarnagar,GEN,Shandar Gufran,M,IND,IND,1864,1588475
Uttar Pradesh,2014,3,Muzaffarnagar,GEN,Mohammed Yamin,M,AAAP,AAAP,1933,1588475
Uttar Pradesh,2014,3,Muzaffarnagar,GEN,Anil Kumar,M,BMUP,BMUP,2238,1588475
Uttar Pradesh,2014,3,Muzaffarnagar,GEN,Phool Singh Pal,M,IND,IND,3431,1588475
Uttar Pradesh,2014,3,Muzaffarnagar,GEN,Rakesh,M,IND,IND,3482,1588475
Uttar Pradesh,2014,3,Muzaffarnagar,GEN,Rajesh Devi Alias Radhika Baliyan,F,AITC,AITC,4129,1588475
Uttar Pradesh,2014,3,Muzaffarnagar,GEN,None Of The Above,,NOTA,NOTA,4739,1588475
Uttar Pradesh,2014,3,Muzaffarnagar,GEN,Pankaj Agarwal,M,INC,INC,12937,1588475
Uttar Pradesh,2014,3,Muzaffarnagar,GEN,Virender Singh,M,SP,SP,160810,1588475
Uttar Pradesh,2014,3,Muzaffarnagar,GEN,Kadir Rana,M,BSP,BSP,252241,1588475
Uttar Pradesh,2014,3,Muzaffarnagar,GEN,(Dr.) Sanjeev Kumar Balyan,M,BJP,BJP,653391,1588475
Uttar Pradesh,2014,4,Bijnor,GEN,Parvez Aqil,M,AIMF,AIMF,722,1562081
Uttar Pradesh,2014,4,Bijnor,GEN,Mohamad Adeeb,M,RWSP,RWSP,1756,1562081
Uttar Pradesh,2014,4,Bijnor,GEN,Uday Alies Udayveer,M,BMF,BMF,2456,1562081
Uttar Pradesh,2014,4,Bijnor,GEN,Gaurav,M,AAAP,AAAP,2483,1562081
Uttar Pradesh,2014,4,Bijnor,GEN,Kamal,M,IND,IND,2545,1562081
Uttar Pradesh,2014,4,Bijnor,GEN,Umesh Alies Pani,M,IND,IND,2967,1562081
Uttar Pradesh,2014,4,Bijnor,GEN,Gajresh Kumar,M,IND,IND,3317,1562081
Uttar Pradesh,2014,4,Bijnor,GEN,None Of The Above,,NOTA,NOTA,5775,1562081
Uttar Pradesh,2014,4,Bijnor,GEN,Mohammad Moosa,M,PECP,PECP,15801,1562081
Uttar Pradesh,2014,4,Bijnor,GEN,Jaya Prada Nahata,F,RLD,RLD,24348,1562081
Uttar Pradesh,2014,4,Bijnor,GEN,Malook Nagar,M,BSP,BSP,230124,1562081
Uttar Pradesh,2014,4,Bijnor,GEN,Shahnawaz Rana,M,SP,SP,281139,1562081
Uttar Pradesh,2014,4,Bijnor,GEN,Kunwar Bhartendra,M,BJP,BJP,486913,1562081
Uttar Pradesh,2014,5,Nagina,SC,Vinod Kumar,M,BMUP,BMUP,852,1493419
Uttar Pradesh,2014,5,Nagina,SC,Sharishtha Kumar Singh,M,JMBP,JMBP,861,1493419
Uttar Pradesh,2014,5,Nagina,SC,Manju Devi,F,LD,LD,1027,1493419
Uttar Pradesh,2014,5,Nagina,SC,Asarpat Singh,M,IND,IND,1714,1493419
Uttar Pradesh,2014,5,Nagina,SC,Tej Singh,M,ASP,ASP,1845,1493419
Uttar Pradesh,2014,5,Nagina,SC,Omprakash Ravi,M,SHS,SHS,2967,1493419
Uttar Pradesh,2014,5,Nagina,SC,Shamsher,M,IND,IND,3577,1493419
Uttar Pradesh,2014,5,Nagina,SC,Sarika,F,AAAP,AAAP,3695,1493419
Uttar Pradesh,2014,5,Nagina,SC,Sunil,M,IND,IND,4328,1493419
Uttar Pradesh,2014,5,Nagina,SC,Bhagwan Dass Rathor,M,MD,MD,4581,1493419
Uttar Pradesh,2014,5,Nagina,SC,None Of The Above,,NOTA,NOTA,6470,1493419
Uttar Pradesh,2014,5,Nagina,SC,Sheeshram Singh Ravi,M,PECP,PECP,21334,1493419
Uttar Pradesh,2014,5,Nagina,SC,Girish Chandra,M,BSP,BSP,245685,1493419
Uttar Pradesh,2014,5,Nagina,SC,Yashvir Singh,M,SP,SP,275435,1493419
Uttar Pradesh,2014,5,Nagina,SC,Yashwant Singh,M,BJP,BJP,367825,1493419
Uttar Pradesh,2014,6,Moradabad,GEN,Mohd Zafar Iqbal,M,ABML(S),ABML(S),956,1771985
Uttar Pradesh,2014,6,Moradabad,GEN,Kamar Alam,M,IBSP,IBSP,1059,1771985
Uttar Pradesh,2014,6,Moradabad,GEN,Raj Kumar Gupta,M,IND,IND,1278,1771985
Uttar Pradesh,2014,6,Moradabad,GEN,Roopa Chandra Singh,M,IND,IND,1282,1771985
Uttar Pradesh,2014,6,Moradabad,GEN,Jaipal Singh Saini,M,SHS,SHS,1334,1771985
Uttar Pradesh,2014,6,Moradabad,GEN,Teaj Singh Saini,M,RSMD,RSMD,1710,1771985
Uttar Pradesh,2014,6,Moradabad,GEN,Satish Chandra Sharma,M,NAP,NAP,2267,1771985
Uttar Pradesh,2014,6,Moradabad,GEN,Sandeep Kumar,M,SSKP,SSKP,2971,1771985
Uttar Pradesh,2014,6,Moradabad,GEN,Amit Kumar,M,BMUP,BMUP,3047,1771985
Uttar Pradesh,2014,6,Moradabad,GEN,Nafisuddin,M,CPM,CPM,3180,1771985
Uttar Pradesh,2014,6,Moradabad,GEN,Hariom,M,NADP,NADP,4097,1771985
Uttar Pradesh,2014,6,Moradabad,GEN,Vimal Kumar,M,AAAP,AAAP,4469,1771985
Uttar Pradesh,2014,6,Moradabad,GEN,None Of The Above,,NOTA,NOTA,5207,1771985
Uttar Pradesh,2014,6,Moradabad,GEN,Saurabh Pratap Singh,M,AITC,AITC,5647,1771985
Uttar Pradesh,2014,6,Moradabad,GEN,Begum Noor Bano Urf Mehtab,F,INC,INC,19732,1771985
Uttar Pradesh,2014,6,Moradabad,GEN,Engineer Mohammad Irfan,M,PECP,PECP,25840,1771985
Uttar Pradesh,2014,6,Moradabad,GEN,Haji Mohd Yaqoob,M,BSP,BSP,160945,1771985
Uttar Pradesh,2014,6,Moradabad,GEN,Dr S T Hasan,M,SP,SP,397720,1771985
Uttar Pradesh,2014,6,Moradabad,GEN,Kunwer Sarvesh Kumar,M,BJP,BJP,485224,1771985
Uttar Pradesh,2014,7,Rampur,GEN,Akbar Masood,M,IND,IND,817,1616972
Uttar Pradesh,2014,7,Rampur,GEN,Jagdish Saran Sagar,M,IND,IND,1834,1616972
Uttar Pradesh,2014,7,Rampur,GEN,Syed Salman Ali,M,AAAP,AAAP,1996,1616972
Uttar Pradesh,2014,7,Rampur,GEN,Tejpal Singh,M,IND,IND,2063,1616972
Uttar Pradesh,2014,7,Rampur,GEN,Vijendra Singh,M,RAC,RAC,2079,1616972
Uttar Pradesh,2014,7,Rampur,GEN,Naved Mian,M,IND,IND,2448,1616972
Uttar Pradesh,2014,7,Rampur,GEN,Jagmohan,M,IND,IND,2505,1616972
Uttar Pradesh,2014,7,Rampur,GEN,Jannat Nisha,F,AIMF,AIMF,4473,1616972
Uttar Pradesh,2014,7,Rampur,GEN,None Of The Above,,NOTA,NOTA,6905,1616972
Uttar Pradesh,2014,7,Rampur,GEN,Akbar Husain,M,BSP,BSP,81006,1616972
Uttar Pradesh,2014,7,Rampur,GEN,Nawab Kazim Ali Khan,M,INC,INC,156466,1616972
Uttar Pradesh,2014,7,Rampur,GEN,Naseer Ahmad Khan,M,SP,SP,335181,1616972
Uttar Pradesh,2014,7,Rampur,GEN,Dr. Nepal Singh,M,BJP,BJP,358616,1616972
Uttar Pradesh,2014,8,Sambhal,GEN,Rekha Devi Yadav,F,SSAD,SSAD,1565,1693229
Uttar Pradesh,2014,8,Sambhal,GEN,Aqeel Ahmad,M,IND,IND,2005,1693229
Uttar Pradesh,2014,8,Sambhal,GEN,Nanad Ram Khadagvanshi,M,IND,IND,2322,1693229
Uttar Pradesh,2014,8,Sambhal,GEN,Rashid,M,IND,IND,2791,1693229
Uttar Pradesh,2014,8,Sambhal,GEN,Firoz Haider,M,IND,IND,3648,1693229
Uttar Pradesh,2014,8,Sambhal,GEN,Mohd Aslam Urf Pasha,M,RPI(A),RPI(A),3833,1693229
Uttar Pradesh,2014,8,Sambhal,GEN,Dr. Rashid Ali,M,PECP,PECP,6376,1693229
Uttar Pradesh,2014,8,Sambhal,GEN,Nutan Vijay Advocate,M,IND,IND,6686,1693229
Uttar Pradesh,2014,8,Sambhal,GEN,None Of The Above,,NOTA,NOTA,7658,1693229
Uttar Pradesh,2014,8,Sambhal,GEN,Acharya Pramod Krishnam,M,INC,INC,16034,1693229
Uttar Pradesh,2014,8,Sambhal,GEN,Dharam Yadav Urf D.P.Yadav,M,RPD,RPD,36134,1693229
Uttar Pradesh,2014,8,Sambhal,GEN,Aqeel-Ur -Rehman Khan,M,BSP,BSP,252640,1693229
Uttar Pradesh,2014,8,Sambhal,GEN,Dr Shafiq- Ur Rahman Barq,M,SP,SP,355068,1693229
Uttar Pradesh,2014,8,Sambhal,GEN,Satyapal Singh,M,BJP,BJP,360242,1693229
Uttar Pradesh,2014,9,Amroha,GEN,Rajpal,M,ARVP,ARVP,478,1544245
Uttar Pradesh,2014,9,Amroha,GEN,Mahesh,M,RPI(A),RPI(A),713,1544245
Uttar Pradesh,2014,9,Amroha,GEN,Rakesh,M,PECP,PECP,749,1544245
Uttar Pradesh,2014,9,Amroha,GEN,Brajlal,M,BMUP,BMUP,837,1544245
Uttar Pradesh,2014,9,Amroha,GEN,Husnein Razaa,M,aicp,aicp,858,1544245
Uttar Pradesh,2014,9,Amroha,GEN,Sarvesh Kumar Saini,M,SHS,SHS,980,1544245
Uttar Pradesh,2014,9,Amroha,GEN,Naresh Chand,M,IND,IND,1431,1544245
Uttar Pradesh,2014,9,Amroha,GEN,Surendra Singh,M,IND,IND,2425,1544245
Uttar Pradesh,2014,9,Amroha,GEN,Khajan Singh,M,RAC,RAC,2448,1544245
Uttar Pradesh,2014,9,Amroha,GEN,Naresh Kumar,M,IND,IND,2493,1544245
Uttar Pradesh,2014,9,Amroha,GEN,Syed Kalbe Rushaid Rizvi,M,AAAP,AAAP,2601,1544245
Uttar Pradesh,2014,9,Amroha,GEN,None Of The Above,,NOTA,NOTA,7779,1544245
Uttar Pradesh,2014,9,Amroha,GEN,Rakesh Tikait,M,RLD,RLD,9539,1544245
Uttar Pradesh,2014,9,Amroha,GEN,Farhat Hasan,M,BSP,BSP,162983,1544245
Uttar Pradesh,2014,9,Amroha,GEN,Humera Akhtar,F,SP,SP,370666,1544245
Uttar Pradesh,2014,9,Amroha,GEN,Kanwar Singh Tanwar,M,BJP,BJP,528880,1544245
Uttar Pradesh,2014,10,Meerut,GEN,Anil,M,IND,IND,348,1764388
Uttar Pradesh,2014,10,Meerut,GEN,Aphajal,M,IND,IND,382,1764388
Uttar Pradesh,2014,10,Meerut,GEN,Iqra Choudhary,F,IND,IND,734,1764388
Uttar Pradesh,2014,10,Meerut,GEN,Atul Khodawal,M,IND,IND,818,1764388
Uttar Pradesh,2014,10,Meerut,GEN,Mohd. Sajid Saifi,M,BMUP,BMUP,1063,1764388
Uttar Pradesh,2014,10,Meerut,GEN,Mohd.Usman Ghazi,M,RsAD,RsAD,1451,1764388
